id,id_questao_origem,tema,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,resposta_correta,ha_imagem,comentario,simulado_numero
316,[304305],Produtos e Investimentos,"Um investidor está aplicando R$ 2.200.000,00 em fundo de investimentos capital protegido com as seguintes características de remuneração: − 120% da Taxa DI do período, se ocorrer alta superior a 30% do Ibovespa − 110% da Taxa DI do período, se a variação do Ibovespa ﬁcar entre 10% e 20% − 100% da Taxa DI do periodo, se a variação do Ibovespa ﬁcar entre 0% e 10% − 0%, se a variação do Ibovespa for negativa ao ﬁnal desse período Considere os seguintes dados realizados: − Ibovespa, em pontos, no dia da aplicação: 102.345 − Ibovespa, em pontos, no dia do resgate: 115.265 − Taxa DI acumulada no período do investimento: 6,80% − despreze os custos de transação e taxas de administração Pode-se aﬁrmar que o rendimento bruto será:","R$ 149.600,00","R$ 164.560,00","R$ 179.520,00","R$ 277.728,00",B,NAO,,5
317,[304502],Produtos e Investimentos,"Um investidor aplicou R$ 63.000,00 em um fundo de investimento de Renda Fixa de Curto Prazo. Na data da aplicação deste fundo aberto, o valor da cota para convenção era de R$ 18,00. Após cinco meses, no último dia útil de novembro, houve uma antecipação de Imposto de Renda. Sabendo que nesta data o valor da cota era de R$ 20,00 cada, podemos aﬁrmar que este investidor agora possui:",3.500 cotas,3.450 cotas,3.430 cotas,3.420 cotas,B,NAO,,5
318,[105632],Sistema Financeiro e Regulação,"Segundo o código Anbima de Regulação e Melhores Práticas para a Administração de Recursos de Terceiros, a relação ﬁduciária de uma instituição administradora de fundos de investimentos e os investidores é fundamentada em:",conﬁança e lealdade,risco e retorno.,normais legais e infralegais.,conﬁdencialidade e integridade. 82,C,NAO,,5
319,[105633],Sistema Financeiro e Regulação,"Segundo o Código ANBIMA de Administração e Gestão de Recursos de Terceiros, no cálculo de cotas em fundos de investimentos o apreçamento dos ativos é a preciﬁcação dos ativos líquidos pelo preço:",de fechamento.,de mercado.,de aquisição.,médio.,A,NAO,,5
320,[106315],Produtos e Investimentos,Quando não é possível cobrar a taxa de carregamento de um VGBL?,No momento da contribuição.,Quando houver resgate.,Quando for solicitada portabilidade.,No recebimento dos benefícios.,B,NAO,,5
321,[106367],Produtos e Investimentos,"Paulo estava aposentado por um plano de previdência complementar há cinco anos, quando ﬁcou doente e, infelizmente, vindo a falecer. Após o falecimento, sua esposa Luciana, continuou recebendo a aposentadoria integral, por mais 15 anos. Com relação ao tipo de renda, podemos aﬁrmar que a renda atuarial habilitada no plano de Paulo, mais precisamente, seria a",Renda temporária.,Renda vitalícia.,Renda vitalícia com prazo mínimo garantido.,Renda vitalícia com reversão ao beneﬁciário indicado.,D,NAO,,5
322,[106414],Produtos e Investimentos,"Para o investidor pessoa física que faz a sua declaração de imposto de renda pelo modelo simpliﬁcado, o percentual máximo de contribuição em um PGBL sobre a renda bruta a ser lançado para dedução da base de cálculo de IR será de:",0%,10%,12%,20%,C,NAO,,5
323,[106523],Produtos e Investimentos,"Um cliente possui dois planos de previdência, onde ele contribuiu os mesmos valores no ano de 2020, totalizando um saldo de R$ 50.000,00 em cada. O primeiro plano era um PGBL regressivo e o segundo, um VGBL progressivo. No momento da entrega da declaração anual 2020/2021 (DIR-PF), o cliente pergunta ao seu consultor de investimentos como ele deverá declarar esses valores. Este gerente responde, corretamente, que os valores devem ser declarados, respectivamente, em:",Ficha Bens e Direitos (Código 97 – VGBL); Ficha Pagamentos Efetuados (Código 36 – Previdência Complementar – PGBL).,Ficha Bens e Direitos (Código 97 – PGBL); Ficha Pagamentos Efetuados (Código 36 – Previdência Complementar – VGBL).,Ficha Pagamentos Efetuados (Código 36 – Previdência Complementar – PGBL); Ficha Bens e Direitos (Código 97 – VGBL).,Ficha Pagamentos Efetuados (Código 36 – Previdência Complementar – VGBL); Ficha Bens e Direitos (Código 97 – PGBL). 83,A,NAO,,5
324,[305210],Produtos e Investimentos,"Durante uma reunião com seu cliente, ele lhe informa que deseja ter uma renda perpétua na aposentadoria no valor de R$ 3.200,00, a valores atuais. Considerando um retorno nominal constante de 0,90% ao mês e uma inﬂação, também constante, de 0,38% ao mês, você informa ao cliente que será necessário acumular aproximadamente:","R$ 355.555,00","R$ 492.307,00","R$ 615.384,00","R$ 842.105,00",C,NAO,,5
325,[305519],Produtos e Investimentos,"Durante 20 anos, Rafael contribuiu para um plano de previdência privada do tipo VGBL Regressivo. Após esse período, o saldo acumulado do seu plano está em R$ 190.000,00, sendo que R$ 138.700,00 de contribuições. Com isso, ele decide solicitar a conversão do seu plano em uma renda vitalícia no valor de R$ 5.000,00 por mês. Diante destas informações, o valor líquido mensal que Rafael irá receber será de:","R$ 4.500,00","R$ 4.797,50","R$ 4.865,00","R$ 5.000,00",C,NAO,,5
326,[305534],"Análise, Planejamento e Gestão","Pensando em um planejamento sucessório, Victório contratou um plano de previdência VGBL Regressivo e realizou um aporte único de R$ 1.000.000,00. Após três anos da contribuição, ele vem a falecer. Sabendo que no momento da sua morte, o saldo total estava em R$ 1.300.000,00, podemos aﬁrmar que o valor líquido que o seu beneﬁciário irá receber será:","R$ 910.000,00","R$ 975.000,00","R$ 1.210.000,00","R$ 1.225.000,00",C,NAO,,5
327,[305535],Produtos e Investimentos,"Durante a reunião de coleta de informações, o funcionário da ART Company lhe informa que ele possui um salário de R$ 50.000,00 mensais e que a empresa possui um programa de aposentadoria em uma EFPC chamado de “quatro cinco”, onde ele contribui 4% da sua renda mensal e a empresa contribui com outros 5%. Com estas informações, você informa ao cliente que ele poderá se beneﬁciar ﬁscalmente com um PGBL no valor máximo de:","R$ 4.950,00","R$ 13.200,00","R$ 18.000,00","R$ 48.000,00 84",D,NAO,,5
328,[306112],Produtos e Investimentos,"A correlação entre os ativos A e B é de -0,65 e, considerando a tabela abaixo, pode-se aﬁrmar que a covariância entre esses dois ativos é de aproximadamente:","0,0026","– 0,0026","0,0062","– 0,062",B,SIM,,5
329,[306358],Mercado Financeiro e Economia,"O mercado de capitais é considerado eﬁciente, quando:",Os retornos esperados forem exatamente os mesmos dos retornos ocorridos.,Os preços históricos estarem completamente reﬂetidos nos preços atuais.,Os preços atuais dos ativos no mercado reﬂetirem todas as informações passadas.,Os preços atuais dos ativos no mercado reﬂetirem todas as informações existentes.,B,NAO,,5
330,[306318],Produtos e Investimentos,"Um investidor pretende realizar uma aplicação de uma carteira composta pelas ações A e B, cujos dados encontram-se na tabela abaixo:",Retorno: 35% ao ano; Desvio Padrão: 22%,"Retorno: 19% ao ano; Desvio Padrão: 11,58%","Retorno: 19% ao ano; Desvio Padrão: 8,32%","Retorno: 17,50% ao ano; Desvio Padrão: 1,35% 85",D,SIM,,5
331,[207230],"Análise, Planejamento e Gestão","Com respeito ao coeﬁciente de correlação entre os ativos X, Y e W, considere a seguinte tabela abaixo:","X e Z não devem ser escolhidos, pois não é possível ter correlação neutra (0,50).","X e Z devem ser escolhidos, pois quanto menor a correlação, mais diversiﬁcada é a carteira de investimentos.","Y e Z devem ser escolhidos, pois coeﬁciente igual a 1 signiﬁca boa diversiﬁcação.","Indiferente é a escolha do par de ativos, pois somente há diversiﬁcação quando o coeﬁciente de correlação é negativo.",C,SIM,,5
332,[306505],Produtos e Investimentos,"Guilherme, um investidor com perﬁl arrojado, em uma reunião com seu consultor de investimentos Rafael, informa que a sua carteira de investimentos em renda ﬁxa está distribuída da seguinte forma:","Vender R$ 700.000,00 de LTN e comprar 50% em LFT e 50% em CDB Pós- Fixado.","Vender R$ 700.000,00 de LTN e comprar R$ 700.000,0 em LFT.","Vender R$ 700.000,00 de LTN e R$ 100.000,00 de CDB Pós e comprar 100% em LFT.","Vender R$ 200.000,00 de LFT e R$ 100.000,00 de CDB Pós e comprar 100% em LTN.",B,SIM,,5
333,[306359],"Análise, Planejamento e Gestão",Uma característica comum entre os modelos APT e CAPM é que:,O retorno dos ativos são normalizados.,Utilizam o beta como um fator de risco.,Necessitam da existência da carteira ótima de mercado.,Assumem múltiplos fatores nos ativos de risco. 86,D,NAO,,5
334,[306364],Produtos e Investimentos,"Rafael está analisando os dados de duas companhias. Desta forma, ele constata que a empresa X tem um custo de capital próprio de 15% e a empresa Y possui custo de capital próprio de 12%. Considerando que a taxa livre de risco Brasil está em 5% e o prêmio pelo risco também 5%, Rafael constata que o risco sistêmico de cada uma dessas empresas, é de:","Empresa X: 1,00; Empresa Y: 1,00","Empresa X: 1,00; Empresa Y: 1,20","Empresa X: 1,50; Empresa Y: 2,00","Empresa X: 2,00; Empresa Y: 1,40",B,NAO,,5
335,[306515],"Análise, Planejamento e Gestão","Parte do processo de elaboração de um bom planejamento ﬁnanceiro, está na construção da alocação de ativos. Para oferecer as melhores oportunidades ao seu cliente, você como planejador ﬁnanceiro deve considerar: I – Alocação de Estratégica II – Alocação Tática III – Seleção de instrumentos. Está correto o que se aﬁrma em:","I e II, apenas.","II e III, apenas.","I e III, apenas.","I, II e III.",D,NAO,,5
336,[207341],Produtos e Investimentos,O indicador utilizado para medir a aderência do desempenho de um fundo de ações indexado em relação ao seu índice de referência (benchmark) é o:,indice de Sharpe.,indice de Treynor.,indice de Modighani.,tracking error.,A,NAO,,5
337,[306405],Produtos e Investimentos,"Caso um investidor tenha que selecionar um dos fundos abaixo, utilizando o Índice de Sharpe, qual ele selecionará?",I,II,III,IV 87,D,SIM,,5
338,[202635],Produtos e Investimentos,"Antônio possui R$ 1.000.000,00 em investimentos alocados 100% em renda ﬁxa, com rendimentos em até 1% ao mês. Um assessor de investimentos simplesmente lhe apresentou uma tabela no qual mostrava um fundo de investimentos passivo em IBOVESPA que rendeu 5%, conforme tabela abaixo:",Ancoragem.,Representatividade.,Disponibilidade,Excesso de conﬁança.,B,SIM,,5
339,[202638],Produtos e Investimentos,Em relação as ﬁnanças comportamentais podemos aﬁrmar que: I – O investidor é racional e escolhe as melhores opções analisando risco e retorno. II – O investidor sempre analisa o preço e os fundamentos da empresa na qual ele estará investindo. Estas aﬁrmativas estão:,Correta e Correta,Correta e Incorreta,Incorreta e Correta,Incorreta e Incorreta,B,NAO,,5
340,[202650],Perfil e Comportamento do Investidor,"Juliana investiu em uma empresa do setor de mineração com um índice Preço sobre Lucro (P/L) de 1,5. Passados dois anos, essa empresa chegou a ser negociada a três vezes o lucro e, atualmente, a negociação está a apenas P/L de 2,0. Questionada pelo seu gestor, aﬁrmou: ""não vou vender a ação por menos de três vezes o lucro"". Nesse contexto, Juliana está sob o viés da heurística:",da ancoragem.,do excesso de conﬁança.,da disponibilidade.,da aversão à perda.,D,NAO,,5
341,[202660],Produtos e Investimentos,"Luiza foi aconselhada pelo seu gestor de investimento a adquirir ações de uma determinada empresa, pois os analistas atribuíam uma possibilidade de grande retorno no longo prazo. Passados 15 dias da compra, decidiu vende-las com 2,00% de retorno. Nesse caso, ela exibiu o viés da heurística:",da disponibilidade.,do excesso de conﬁança.,da ancoragem.,da aversão à perda. 88,A,NAO,,5
342,[202661],Produtos e Investimentos,"Douglas tem em carteira um fundo de investimento com histórico de aproximadamente 20 anos e durante crise econômica, a mídia ﬁnanceira exaltou a alocação realizada por esse fundo, contudo, alguns comentaristas recomendaram o resgate prevendo uma queda substancial da cota. Caso Douglas realize o resgate, estará sujeito ao viés da heurística",da conﬁrmação.,da disponibilidade.,do excesso de conﬁança.,da representatividade.,D,NAO,,5
343,[307114],"Análise, Planejamento e Gestão",Um investidor que age conforme o viés comportamental do excesso de conﬁança tende: I – Administrar a sua própria carteira. II – A delegar a gestão dos seus investimentos. III – Se desfazer das posições ganhadoras e manter as posições perdedoras. Está correto o que se aﬁrma em:,"I, apenas.","I e II, apenas.","II e III, apenas.","I, II e III.",B,NAO,,5
344,[307214],"Análise, Planejamento e Gestão","Um investidor, 30 anos, solteiro, herdou R$ 2.000.000,00 recentemente. Ele não trabalha e suas despesas pessoais são R$ 30.000,00 por mês. Ele não pretende trabalhar e deseja viver com o rendimento real e ganho de capital gerados pela herança, sem tocar no principal. A inﬂação é de 3,50% a.a., a taxa do ativo livre de risco real de 4,00% a.a. Qual a carteira de investimentos mais recomendada?",I,II,III,IV,A,SIM,,5
345,[307238],Mercado Financeiro e Economia,"Um gestor está elaborando a política de investimentos (IPS) para um de seus clientes. Na fase de coleta de informações, espera-se que o gestor levante informações sobre: I – Objetivos de risco e retorno do cliente. II – Restrições de investimento do cliente. III – Expectativa do mercado de capitais, na visão do cliente. Está correto o que se aﬁrma em:","I e II, apenas.","I e III, apenas.","III, apenas.","I, II e III. 89",B,NAO,,5
346,[307245],"Análise, Planejamento e Gestão","Uma carteira é composta por várias estratégias. Dentre elas, está uma compra de 10% em câmbio (dólar) e uma venda a descoberto de 20% em renda variável (Ibovespa). Dentre as situações abaixo, provavelmente, aquela que geraria o impacto mais negativo para esta carteira seria:",Queda de 7% no Dólar.,Elevação de 5% no Ibovespa.,Elevação de 1 ponto percentual na SELIC.,Queda de 10% do Ibovespa.,A,NAO,,5
347,[307251],Produtos e Investimentos,"Guilherme e Cecília têm 35 anos de idade e dois ﬁlhos, de 5 e 7 anos. Juntos, eles têm um rendimento conjunto de R$ 150.000,00 por ano e despesas anuais do mesmo valor. Eles possuem um patrimônio de R$ 600 mil que acumularam durantes os anos. O gestor pergunta como se sentem em relação ao risco em geral. Cecília diz que ""a recente turbulência nos mercados ﬁnanceiros nos deixam sem dormir!"" Eles possuem baixa liquidez e um fundo de emergência pequeno. Eles não querem deixar nada para os ﬁlhos. A capacidade e disposição do casal para aceitar riscos, respectivamente, são:",Abaixo e acima da média.,Ambas abaixo da média.,Acima e abaixo da média.,Ambas acima da média.,B,NAO,,5
348,[307261],"Análise, Planejamento e Gestão","Ao conversar com um cliente pela primeira vez, seria apropriado coletar as seguintes informações para o planejamento ﬁnanceiro: I – Objetivos que o cliente tem para a sua aposentadoria. II – Referentes a problemas de saúde do cliente. III – Sobre algum inconveniente em relação a idade dos seus sucessores. Está correto o que se aﬁrma em:","I, apenas.","II, apenas.","I e II, apenas.","I, II e III.",C,NAO,,5
349,[307265],"Análise, Planejamento e Gestão","Uma fundação possui uma carteira de investimentos de R$ 5.000.000,00, que lhe proporciona recursos para manter sua operação. Ela ainda tem receitas anuais de R$ 500.000,00 e despesas anuais de R$ 800.000,00. A direção da fundação precisa fazer uma obra emergencial, no valor de R$ 700.000,00. Considerando inﬂação de 3% ao ano, a carteira de investimentos da fundação deve render no mínimo aproximadamente:","6,98% ao ano.","10,19% ao ano.","12,15% ao ano.","13,24% ao ano. 90 CEA: SIMULADO (06)",D,NAO,,5
350,[101191],Sistema Financeiro e Regulação,"Dentre as competências e atribuições da Superintendência de Seguros Privados (SUSEP), destacam-se: I – Zelar pela defesa dos interesses dos consumidores dos mercados supervisionados pela autarquia. II – Proteger a captação de poupança popular realizada por meio de operações de seguro, previdência complementar aberta, capitalização. III – Disciplinar e acompanhar os investimentos das entidades ﬁscalizadas, em especial os efetuados em bens garantidores de provisões técnicas. Está correto o que se aﬁrma em","I, apenas.","I e II, apenas.","II e III, apenas.","I, II e III.",B,NAO,,5
351,[101187],Mercado Financeiro e Economia,Compete privativamente ao Banco Central do Brasil,realizar as operações de redesconto.,coordenar as políticas monetária e ﬁscal.,ﬁxar as diretrizes e normas da política cambial.,ﬁscalizar o mercado de valores mobiliários.,D,NAO,,6
352,[202506],Sistema Financeiro e Regulação,"Segundo o Código de Distribuição da ANBIMA, o serviço de Private compreende a distribuição de Produtos de Investimento para pessoas que tenham capacidade ﬁnanceira de, no mínimo,","R$ 3.000.000,00","R$ 10.000.000,00","R$ 1.000.000,00","R$ 5.000.000,00",A,NAO,,6
353,[108113],Ética e Compliance,"Sobre os riscos ASG (Ambiental, Social e Governança), um exemplo de risco de Governança Corporativa em uma empresa é",um acidente que ocasione o derramamento de petróleo em alto mar.,a inexistência de departamentos de compliance ou auditoria interna na empresa.,um incêndio causado por ingerência em uma área verde nos arredores da empresa.,a falta de promoção da diversidade e inclusão pelas empresas dentro do seu quadro de colaboradores.,D,NAO,,6
354,[102524],Sistema Financeiro e Regulação,"Segundo o Codigo de Distribuição da ANBIMA, na venda de produtos de investimento para clientes, uma das etapas do processo de suitability é a deﬁnição da situação ﬁnanceira do cliente que, dentre outros aspectos, compreende",a necessidade futura de recursos.,as preferências declaradas quanto à assunção de riscos,a formação acadêmica e a sua experiência proﬁssional.,o período que será mantido o investimento. 91,B,NAO,,6
355,[102525],Sistema Financeiro e Regulação,As instituições participantes estão dispensadas de observar os artigos dispostos no Código ANBIMA de Distribuição de Produtos de Investimentos na distribuição de produtos de investimento para,pessoas físicas do segmento de Private Banking.,pessoas jurídicas dos segmentos classiﬁcados como Middle e Corporate.,pessoas físicas classiﬁcados como Investidores Qualiﬁcados.,pessoas jurídicas do segmento de Seguros.,A,NAO,,6
356,[302377],Produtos e Investimentos,"Um investidor pretende investir seus recursos, de forma a garantir resgates para os próximos quatro anos. Ao ﬁnal de cada ano, ele irá resgatar os descritos na tabela abaixo.","R$ 95.343,22","R$ 95.343,22","R$ 107.981,22","R$ 94.863,73",B,SIM,,6
357,[302290],Mercado Financeiro e Economia,"Um indivíduo contratou um ﬁnanciamento de R$ 85.000,00, na modalidade tabela price, que será pago por meio de seis prestações, com a primeira sendo antecipada e as demais vencíveis, respectivamente, em 30, 60, 90, 120 e 150 dias, da data da contratação da operação. O valor das parcelas nas suas respectivas datas de vencimento é de R$ 14.770,70. A taxa de juros desse empréstimo foi, aproximadamente, de Desconsidere eventuais custos de transação e impostos.","2,00% a.m.","1,21% a.m.","1,70% a.m.","1,67% a.m.",D,NAO,,6
358,[203226],Produtos e Investimentos,O custo médio ponderado de capital de uma empresa é inﬂuenciado pela alteração do,"custo do capital de giro, do custo do capital de terceiros e da alíquota de imposto de renda que a empresa está sujeita.","custo de capital próprio, do custo do capital de terceiros e da alíquota de imposto de renda que a empresa está sujeita.","custo de capital próprio, do custo do capital de giro e do custo do capital de terceiros, apenas.","custo do capital de terceiros e da alíquota de imposto de renda que a empresa está sujeita, apenas. 92",C,NAO,,6
359,[302291],Mercado Financeiro e Economia,"Um indivíduo necessita pagar um tributo no valor de R$ 1.580,00. O pagamento deverá ser realizado em três vezes, sendo a primeira parcela no ato e as demais a cada 30 dias. Se optar pelo pagamento à vista, o órgão cobrador do tributo oferecerá um desconto de 3,00% sobre o valor devido total. Caso o indivíduo parcele, a taxa de juros embutida no imposto será, aproximadamente, de","3,13% a.m.","3,09% a.m.","3,00% a.m.","2,45% a.m.",B,NAO,,6
360,[203149],Sistema Financeiro e Regulação,"Na condição de produção de pleno emprego, se a demanda agregada for insuﬁciente, o Comitê de Politica Monetária (COPOM) pode, em uma de suas reuniões,","baixar a taxa básica de juros, pois a demanda agregada está acima da situação.",elevar a taxa básica de juros para neutralizar as tendências à depressão.,elevar a taxa básica de juros para estimular a atividade econômica.,baixar a taxa básica de juros para reduzir o desemprego.,A,NAO,,6
361,[203160],Sistema Financeiro e Regulação,Os depósitos ou recolhimento compulsórios realizados pelo Banco Central do Brasil (BACEN) I – são um mecanismo de combate à inﬂação e de manutenção da estabilidade ﬁnanceira. II – contribuem para a ﬂuidez do Sistema Brasileiro de Pagamentos (SPB). III – não incidem sobre os recursos de depósitos de poupança. Está correto e que se aﬁrma em:,"I e II, apenas.","I e III, apenas.","II e III, apenas.","I, II e III.",D,NAO,,6
362,[302106],Mercado Financeiro e Economia,"No mercado brasileiro, o Dólar Spot está sendo negociado a R$ 4,8858/US$. Desta forma, para um contrato que faltam 150 dias corridos (105 dias úteis), qual será o valor do Dólar Forward, sabendo que a taxa Selic desse período está em 4,00% e o cupom cambial em 6,50% ao ano?","R$ 4,8353","R$ 4,8377","R$ 4,9472","R$ 4,9663 93",A,NAO,,6
363,[303158],Produtos e Investimentos,"Um investidor qualiﬁcado, pessoa física, recebeu extratos com saldos de seus investimentos na instituição ﬁnanceira onde mantém sua conta corrente. Ele possui R$ 52.000,00 em Letras de Câmbio – LC; R$ 68.000,00 em Letras de Crédito do Agronegócio – LCA; R$ 80.000,00 em Operações Compromissadas com lastro em debêntures emitidas, em 2014, pela companhia de leasing ligada a essa instituição ﬁnanceira e R$ 50.000,00 em Certiﬁcado de Recebíveis do Agronegócio CRA. Caso ocorra uma liquidação dessa instituição, e o investidor nunca tenha utilizado os recursos do Fundo Garantidor de Crédito FGC, ele será ressarcido no valor de:","R$ 120.000,00","R$ 68.000,00","R$ 250.000,00","R$ 200.000,00",C,NAO,,6
364,[303540],Mercado Financeiro e Economia,"Uma operação típica de repo (Repurchase Agreement) no mercado internacional de renda ﬁxa, a parte que vende os títulos",mantém os direitos de propriedade sobre os titulos.,recebe eventuais pagamentos de cupom ocorridos ao longo da operação.,empresta recursos à outra contraparte.,recebe da contraparte a taxa de juros da operação (repo rate).,D,NAO,,6
365,[303136],Produtos e Investimentos,"Maria Cecília aplicou R$ 3.000.000,00 em um CDB com liquidez diária no dia 16/07/2022. Durante o período de aplicação, esse CDB apresentou as seguintes rentabilidades: • 16/07/22 a 16/10/22, rentabilidade bruta de 2,31% a.p. • 16/10/22 a 05/05/23 rentabilidade bruta de 2,36% a.p. • 05/5/23 a 30/08/23, rentabilidade bruta de 1,97% a.p. No dia 30/08/2023, ela resgatou todo o valor. Desta forma, o valor líquido que Maria Cecília resgatou foi de:","R$ 3.162.253,37","R$ 3.164.340,00","R$ 3.167.992,83","R$ 3.203.627,67",B,NAO,,6
366,[303137],Produtos e Investimentos,"Rafael está analisando comprar uma LTN pelo tesouro direto, com vencimento em 126 dias úteis, pelo valor de R$ 934,05. No entanto, ele tem a possibilidade de adquirir outros três títulos pelo tesouro, todos com o mesmo vencimento. Desta forma, estimando uma inﬂação IPCA de 3,52% ao período de 126 dias úteis, a melhor alternativa de retorno para Rafael seria adquirir:","LTN ao valor de aquisição de R$ 934,05.","NTN-B com taxa de cupom a 6,70% ao ano.","NTN-B principal com taxa de 6,95% ao ano.","NTN-F com rentabilidade de 7,18% no período. 94",C,NAO,,6
367,[204310],Mercado Financeiro e Economia,"Em um contrato de mercado futuro, o preço de ajuste em D+1 é menor que o preço de ajuste em D+0. Assim, podemos concluir que:",quem estiver comprado receberá um crédito.,quem estiver vendido receberá um crédito.,não possui ajuste diário.,quem estiver vendido e quem estiver comprado receberão um crédito.,D,NAO,,6
368,[204388],Produtos e Investimentos,"Os gráﬁcos representados pelas Figuras 1 e 2 indicam lucros obtidos com estratégias, utilizando opções de compra ou de venda de ações:","subir, pelo ganho ser o valor do prêmio; e cair, pelo ganho ser o valor do prêmio.","subir, pelo ganho ser o valor do prêmio; e subir, pelo ganho ser maior quanto maior for o preço da ação na data do exercício.","cair, pelo ganho ser maior quanto menor for o preço da ação na data do exercício; e subir, pelo ganho ser maior quanto maior for o preço da ação na data do exercício.","cair, pelo ganho ser maior quanto menor for preço da ação na data do exercício; e cair, pelo ganho ser o valor do prêmio.",B,SIM,,6
369,[204306-A],Produtos e Investimentos,"Na avaliação de opções, considerando o modelo de Black & Scholes (1973), o prêmio de uma opção de compra: I – Diminui, de acordo com o prazo até o vencimento. II – Diminui, de acordo com a volatilidade do ativo subjacente. III – Aumenta com a alta da taxa livre de risco. Está correto o que se aﬁrma em:","I, apenas.",II apenas.,III apenas.,"I, II, III.",A,NAO,,6
370,[204340-A],Mercado Financeiro e Economia,"Ao contratar um swap de dólar versus percentual do DI, visando a uma operação de hedge, um importador assumirá uma posição",passiva em dólar e ativa em taxa de juros.,ativa em dólar e ativa em taxa de juros.,ativa em dólar e passiva em taxa de juros.,passiva em dólar e passiva em taxa de juros. 95,C,NAO,,6
371,[204204-A],Mercado Financeiro e Economia,"O formador de mercado (market maker), credenciado pela B3, para contribuir com a liquidez de um determinado ativo assume a obrigação de","executar ordens de compra e venda estabelecidas, a partir de um spread determinado pela empresa emissora.",exercer a sua atividade de forma autônoma e sem vínculo com o emissor do valor mobiliário.,obter ordens disponíveis de compra e venda com variação máxima de 10% em relação ao valor médio das transações realizadas no preço anterior.,"colocar no mercado, diariamente, ofertas ﬁrmes de compra e de venda para uma quantidade de ativos predeterminada e conhecida.",C,NAO,,6
372,[204222-A],Produtos e Investimentos,"Na oferta pública de ações (underwriting) do tipo melhores esforços (best eﬀorts), a instituição ﬁnanceira líder, responsável pela estruturação da emissão,","assume totalmente o risco da colocação das ações no mercado, responsabilizando-se pelo pagamento do valor total das ações vendidas à sociedade emitente.","efetua uma oferta global das ações da sociedade emitente, com o objetivo de colocá-las no país de origem e, também, no exterior.","assume parcialmente o risco da colocação das ações no mercado, responsabilizando-se apenas pelo pagamento das ações ordinárias vendidas à sociedade emitente.",não assume nenhum tipo de responsabilidade sobre a integralização das ações em lançamento e o risco de sua colocação no mercado cabe exclusivamente à sociedade emitente.,D,NAO,,6
373,[303345],Produtos e Investimentos,"Um investidor adquiriu opções de ações, de acordo com a estratégia strangle. Nesse caso, esse investidor",assumiu posições em três diferentes strikes do mesmo ativo objeto e mesmo vencimento.,adquiriu duas opções de compra (call) e vendeu duas opções de venda (put) do mesmo ativo objeto e mesmo vencimento.,obteve ganhos com alta e baixa do preço do ativo objeto.,adquiriu duas opções de compra (call) e vendeu duas opções de compra (call) do mesmo ativo objeto e mesmo vencimento.,D,NAO,,6
374,[303241],Produtos e Investimentos,"Um investidor é detentor de ações de uma companhia cuja Assembleia de Acionistas autorizou um aumento de capital de 30%. O preço unitário de mercado é de R$ 2,50 por ação e a companhia concedeu um direito de subscrição aos atuais acionistas pelo preço de R$ 2,40 por ação. Após o exercício do direito de subscrição pelos atuais acionistas, o valor teórico de mercado das ações deverá ser, aproximadamente, de","R$ 2,40","R$ 2,45","R$ 2,48","R$ 2,50 96",C,NAO,,6
375,[108105],Produtos e Investimentos,"Considere as seguintes aﬁrmativas sobre Investimentos Sustentáveis: I – Os principais objetivos são proteger, contribuir, não causar dano ou degradações, gerar impacto positivo e/ou assegurar direitos em questões ambientais, sociais e de governança. II – Pode haver intenção do gestor em comprometer o desempenho do fundo, desde que seja em favor de questões ambientais, sociais e de governança. Pode-se aﬁrmar que:",ambas aﬁrmativas estão corretas.,"a primeira aﬁrmativa está correta e a segunda, incorreta.","a primeira aﬁrmativa está incorreta e a segunda, correta.",ambas estão incorretas.,C,NAO,,6
376,[101269],Produtos e Investimentos,"O Sistema Especial de Liquidação e Custódia (SELIC): I – é uma infraestrutura do mercado ﬁnanceiro brasileiro e faz parte do sistema de pagamentos brasileiro (SPB). II – liquida as operações em tempo real e realiza o registro das transações com títulos públicos federais, coibindo fraudes e prevenindo contágio com outras instituições. III – é depositário central dos títulos emitidos pelo Tesouro Nacional e processa as operações compromissadas lastreadas por títulos públicos ou privados. Está correto o que se aﬁrma em",I e II apenas.,III apenas.,I e III apenas.,"I, II e III.",B,NAO,,6
377,[205704],Sistema Financeiro e Regulação,"Ao explicar para seu cliente os três níveis da classiﬁcação de fundos ANBIMA, um gerente fez as seguintes explicações: I – O nível 1 faz referência às classes deﬁnidas pela CVM. II – O nível 2 identiﬁca os tipos de gestão e riscos. III – O nível 3 identiﬁca as estratégias de investimentos. Está correto o que se aﬁrma em:","I, apenas.","I e II, apenas.","II e III, apenas.","I, II e III. 97",A,NAO,,6
